game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
3047542,1420,2,10,Stéphane Moulin,667,2,9,Thierry Laurey,Home,0
3047562,1420,1,12,Stéphane Moulin,1041,2,4,Bruno Génésio,Home,0
3047586,162,0,19,Thierry Henry,583,4,1,Thomas Tuchel,Home,0
3047605,244,0,5,Rudi Garcia,1421,0,9,David Guion,Home,0
3047691,2969,0,18,Antoine Kombouaré,583,4,1,Thomas Tuchel,Home,0
3047714,855,0,20,Jocelyn Gourvennec,618,1,3,Jean-Louis Gasset,Home,0
3047742,40,0,12,Eric Bedouet,855,0,20,Jocelyn Gourvennec,Home,0
3047769,1421,2,7,David Guion,273,0,11,Julien Stéphan,Home,1
3047780,415,1,15,Alain Casanova,1162,1,18,Fabien Mercadal,Home,0
3047790,1421,2,6,David Guion,1416,2,17,Christophe Pélissier,Home,0
3047820,1416,2,17,Christophe Pélissier,618,2,4,Jean-Louis Gasset,Home,0
3047826,1160,2,10,Bernard Blaquart,1162,0,19,Fabien Mercadal,Home,1
3047829,415,1,14,Alain Casanova,995,0,15,Vahid Halilhodzic,Home,1
3047846,583,3,1,Thomas Tuchel,162,1,16,Leonardo Jardim,Home,1
3047854,1082,5,2,Christophe Galtier,1160,0,9,Bernard Blaquart,Home,1
3047876,417,1,7,Patrick Vieira,995,1,10,Vahid Halilhodzic,Home,0
3047879,618,0,4,Jean-Louis Gasset,969,1,5,Michel Der Zakarian,Home,0
3048415,4043,0,,Sven Körner,10,5,,Jeff Saibene,Home,0
3048422,94,1,,Daniel Meyer,39,3,,Sandro Schwarz,Home,0
3050174,180,0,12,Mark Hughes,1132,0,11,Sean Dyche,Home,0
3050175,1010,2,6,Javi Gracia,1237,0,16,Chris Hughton,Home,1
3050178,1132,1,15,Sean Dyche,1010,3,4,Javi Gracia,Home,0
3050183,1003,2,8,Claude Puel,543,0,14,Nuno Espírito Santo,Home,1
3050214,148,1,6,Mauricio Pochettino,31,2,2,Jürgen Klopp,Home,0
3050266,1010,3,7,Javi Gracia,1110,0,20,David Wagner,Home,1
3050275,379,4,13,Manuel Pellegrini,1132,2,15,Sean Dyche,Home,1
3050280,873,0,16,Roy Hodgson,148,1,4,Mauricio Pochettino,Home,0
3050283,31,2,2,Jürgen Klopp,931,0,20,Slavisa Jokanovic,Home,1
3050284,281,3,1,Pep Guardiola,985,1,8,José Mourinho,Home,1
3050287,989,1,8,Eddie Howe,11,2,5,Unai Emery,Home,0
3050293,148,3,3,Mauricio Pochettino,631,1,4,Maurizio Sarri,Home,1
3050302,1003,2,8,Claude Puel,1010,0,10,Javi Gracia,Home,1
3050305,762,0,15,Rafael Benítez,379,3,13,Manuel Pellegrini,Home,0
3050360,631,0,4,Maurizio Sarri,180,0,18,Ralph Hasenhüttl,Home,0
3050378,989,2,12,Eddie Howe,379,0,10,Manuel Pellegrini,Home,1
3050380,1110,0,20,Mark Hudson,281,3,2,Pep Guardiola,Home,0
3050392,985,2,6,Ole Gunnar Solskjaer,1132,2,17,Sean Dyche,Home,0
3050395,31,1,1,Jürgen Klopp,1003,1,11,Claude Puel,Home,0
3050420,931,1,19,Claudio Ranieri,543,1,11,Nuno Espírito Santo,Home,0
3050426,1010,1,10,Javi Gracia,631,2,4,Maurizio Sarri,Home,0
3050430,603,1,17,Neil Warnock,1010,5,7,Javi Gracia,Home,0
3050482,1010,1,8,Javi Gracia,180,1,16,Ralph Hasenhüttl,Home,0
3050483,379,4,9,Manuel Pellegrini,1110,3,20,Jan Siewert,Home,1
3050489,873,2,13,Roy Hodgson,1110,0,20,Jan Siewert,Home,1
3050517,1003,0,8,Brendan Rodgers,762,1,15,Rafael Benítez,Home,0
3050520,180,3,16,Ralph Hasenhüttl,543,1,7,Nuno Espírito Santo,Home,1
3050536,931,1,19,Scott Parker,603,0,18,Neil Warnock,Home,1
3050559,379,3,11,Manuel Pellegrini,180,0,16,Ralph Hasenhüttl,Home,1
3050565,1003,0,9,Brendan Rodgers,631,0,3,Maurizio Sarri,Home,0
3050570,1010,1,11,Javi Gracia,379,4,10,Manuel Pellegrini,Home,0
3052110,383,4,3,Mark van Bommel,200,0,17,Jean-Paul de Jong,Home,1
3052119,385,1,14,René Eijer,383,2,2,Mark van Bommel,Home,0
3052135,610,5,3,Erik ten Hag,1283,0,16,Dick Lukkien,Home,1
3052140,306,3,8,Jan Olde Riekerink,234,5,5,Giovanni van Bronckhorst,Home,0
3053055,3831,0,,Oran Kearney,15276,2,,Vladimir Gacinovic,Home,0
3055065,642,1,15,Henk de Jong,1426,2,7,Maurice Steijn,Home,0
3055072,1269,0,16,John van 't Schip,499,2,6,Leonid Slutski,Home,0
3055426,29386,2,,,12622,7,,,Home,0
3055432,6000,5,,Thomas Westh Hansen,5866,1,,Michael Winter,Home,1
3055435,49672,4,,,28854,2,,,Home,1
3055465,46735,0,,,1063,10,,,Home,0
3055710,920,0,,Kenny Shiels,1180,2,,Sergey Gurenko,Home,0
3055740,208,1,,Nestor El Maestro,48325,0,,Viktor Skrypnyk,Home,1
3055770,8031,3,,Roberto Bordin,708,1,,Nebojsa Vignjevic,Home,1
3055776,4529,1,,Marco Rossi,663,1,,Kakhaber Kacharava,Home,0
3058409,44,1,7,Pál Dárdai,4,0,14,Michael Köllner,Home,1
3058428,79,0,18,Tayfun Korkut,27,3,1,Niko Kovac,Home,0
3058435,23826,3,10,Ralf Rangnick,42,2,13,André Breitenreiter,Home,1
3058464,24,4,12,Adi Hütter,42,1,18,André Breitenreiter,Home,1
3058490,86,2,4,Florian Kohfeldt,15,6,12,Heiko Herrlich,Home,0
3058492,60,3,11,Christian Streich,18,1,3,Dieter Hecking,Home,1
3058507,23826,3,3,Ralf Rangnick,15,0,13,Heiko Herrlich,Home,1
3058548,38,2,16,Friedhelm Funkel,60,0,12,Christian Streich,Home,1
3058549,4,0,17,Michael Köllner,82,2,8,Bruno Labbadia,Home,0
3058557,82,2,6,Bruno Labbadia,79,0,16,Markus Weinzierl,Home,1
3058579,18,2,3,Dieter Hecking,167,0,15,Manuel Baum,Home,1
3058651,79,1,16,Markus Weinzierl,533,1,9,Julian Nagelsmann,Home,0
3058681,42,0,18,Thomas Doll,18,1,5,Dieter Hecking,Home,0
3058683,4,1,17,Boris Schommers,33,1,15,Huub Stevens,Home,0
3058686,15,2,7,Peter Bosz,4,0,17,Boris Schommers,Home,1
3058688,44,0,11,Pál Dárdai,42,0,18,Thomas Doll,Home,0
3058698,167,1,14,Martin Schmidt,15,4,6,Peter Bosz,Home,0
3058719,4,0,18,Boris Schommers,18,4,4,Dieter Hecking,Home,0
3058724,86,2,8,Florian Kohfeldt,23826,1,3,Ralf Rangnick,Home,1
3059299,3508,2,7,Francky Dury,28643,2,8,Yannick Ferrera,Home,0
3059302,2282,5,2,Ivan Leko,1245,2,14,Claude Makélélé,Home,1
3061075,383,6,1,Mark van Bommel,1283,0,15,Dick Lukkien,Home,1
3061194,33741,0,,Bekim Isufi,496,3,,Uwe Rösler,Home,0
3063577,678,1,5,David Nielsen,5817,0,11,Claus Nörgaard,Home,1
3063604,1053,0,4,Morten Wieghorst,3426,1,6,John Lammers,Home,0
3063617,865,3,2,Jess Thorup,190,1,1,Stale Solbakken,Home,1
3063659,3426,2,3,John Lammers,5818,0,14,Allan Kuhn,Home,1
3063697,5817,1,10,Claus Nörgaard,2778,2,9,Kasper Hjulmand,Home,0
3063699,5818,0,14,Allan Kuhn,5817,0,10,Claus Nörgaard,Home,0
3063727,5818,0,14,Allan Kuhn,2414,0,7,Bo Henriksen,Home,0
3063729,19657,0,12,Jens Berthel Askou,865,1,2,Kenneth Andersen,Home,0
3063733,173,1,8,Jakob Michelsen,443,0,12,Adolfo Sormani,Home,1
3065873,789,7,,Marijan Pusnik,10617,0,,Matteo Cecchetti,Home,1
3066422,10790,5,,Cesco Agterberg,40253,0,,Jhonny van Beukering,Home,1
3066432,8994,7,,,55446,0,,,Home,1
3069362,126,2,10,Ibrahim Üzülmez,10484,3,5,Kemal Özdes,Home,0
3069432,720,1,2,Sérgio Conceição,7179,0,13,Pêpa,Home,1
3069470,3349,2,14,Nuno Manta Santos,7179,4,13,Pêpa,Home,0
3069488,2457,0,10,Silas,2503,0,17,Jorge Simão,Home,0
3069490,979,2,6,Ivo Vieira,7378,0,11,António Folha,Home,1
3069511,7378,3,9,António Folha,1085,1,11,Lito Vidigal,Home,1
3069528,2423,1,9,João Henriques,7179,2,14,Pêpa,Home,0
3069529,336,2,2,Marcel Keizer,2457,1,8,Silas,Home,1
3069534,2503,1,13,Jorge Simão,1085,0,12,Lito Vidigal,Home,1
3069537,1085,0,12,Lito Vidigal,3325,0,18,Tiago Fernandes,Home,0
3069599,982,4,11,Costinha,3349,0,18,Filipe Martins,Home,1
3069608,1085,1,14,Sandro Mendes,2420,1,6,Luís Castro,Home,0
3069729,6890,3,4,Abdullah Avci,19771,1,16,Safet Susic,Home,1
3069755,589,2,8,Bülent Korkmaz,2381,1,15,Tamer Tuna,Home,1
3069763,449,4,10,Ünal Karaman,10484,2,6,Kemal Özdes,Home,1
3069781,141,1,1,Fatih Terim,20,1,15,Samet Aybaba,Home,0
3069804,11282,0,13,Mesut Bakkal,19789,1,6,Erol Bulut,Home,0
3069806,114,1,8,Senol Günes,2381,2,11,Hakan Keles,Home,0
3069816,449,2,7,Ünal Karaman,36,1,15,Erwin Koeman,Home,1
3069819,39722,1,14,Mehmet Özdilek,589,0,6,Bülent Korkmaz,Home,1
3069826,20,2,10,Samet Aybaba,39722,1,14,Mehmet Özdilek,Home,1
3069835,11282,0,13,Sergen Yalcin,114,0,5,Senol Günes,Home,0
3069838,10484,0,3,Mustafa Denizli,3205,3,15,Hikmet Karaman,Home,0
3069853,141,4,5,Dr. Levent Sahin,2381,2,9,Hakan Keles,Home,1
3069856,19771,0,15,Cihat Arslan,2293,0,8,Aykut Kocaman,Home,0
3069865,39722,1,17,Mehmet Özdilek,2293,2,7,Aykut Kocaman,Home,0
3069867,20,1,10,Samet Aybaba,36,1,16,Ersun Yanal,Home,0
3069898,10484,1,9,Mustafa Denizli,141,4,2,Fatih Terim,Home,0
3069925,6890,2,1,Abdullah Avci,36,1,14,Ersun Yanal,Home,1
3069933,19771,2,18,Cem Kavcak,10484,3,10,Mustafa Denizli,Home,0
3069934,20,2,15,Samet Aybaba,141,3,2,Fatih Terim,Home,0
3069959,2381,1,13,Hakan Keles,114,2,3,Senol Günes,Home,0
3070955,63007,4,,Vasyl Grechanyi,53646,2,,Oleksandr Pryzetko,Home,1
3071954,370,1,,Derek McInnes,1132,1,,Sean Dyche,Home,0
3074321,65683,2,,Dmitri Fomin,67241,0,,Evgeniy Kaleshin,Home,1
3075453,16239,2,9,Oleksandr Ryabokon,2477,2,8,José Morais,Home,0
3075456,338,1,1,Aleksandr Khatskevich,18303,0,3,Volodymyr Sharan,Home,1
3075870,2740,2,7,Vasyl Sachko,6992,1,5,Angel Chervenkov,Home,1
3075871,338,0,2,Aleksandr Khatskevich,2477,2,8,José Morais,Home,0
3075874,16239,1,6,Oleksandr Ryabokon,9007,0,12,Fabrizio Ravanelli,Home,1
3076246,2740,2,4,Vasyl Sachko,10690,1,5,Yuriy Vernydub,Home,1
3076250,16239,0,9,Oleksandr Ryabokon,2740,2,4,Vasyl Sachko,Home,0
3076655,6993,3,5,Oleksandr Babych,10690,2,7,Yuriy Vernydub,Home,1
3076735,2481,0,,Goran Sablic,1167,0,,Qatip Osmani,Home,0
3076738,22220,2,,Roman Grygorchuk,865,1,,Jess Thorup,Home,1
3076776,4772,5,,Ilija Stolica,21532,1,,Stephen Baxter,Home,1
3076801,7056,2,,Filipe Martins,10140,0,,Dito,Home,1
3076828,669,1,,Miroslav Djukic,32832,0,,Kibu Vicuña,Home,1
3076833,7567,2,,Nenad Lalatovic,119,2,,Vladimir Ivic,Home,0
3076837,163,1,,Roland Vrabec,602,1,,Valdas Urbonas,Home,0
3076881,2156,4,,Andoni Iraola,6066,0,,Stephen Kenny,Home,1
3077238,1283,2,12,Dick Lukkien,132,0,18,Mitchell van der Gaag,Home,1
3077263,202,5,16,Danny Buijs,132,2,18,Mitchell van der Gaag,Home,1
3077272,132,2,17,Mitchell van der Gaag,499,1,7,Leonid Slutski,Home,1
3077538,4172,7,,Luca D'Angelo,4271,5,,Massimo Pavanel,Home,1
3078611,36,1,,Phillip Cocu,294,1,,Rui Vitória,Home,0
3079392,13,3,3,Diego Simeone,5358,0,20,Leo Franco,Home,1
3079393,1244,2,19,Mauricio Pellegrino,131,1,1,Ernesto Valverde,Home,1
3079421,131,4,1,Ernesto Valverde,368,2,4,Pablo Machín,Home,1
3079424,1533,1,12,José Luis Mendilibar,621,1,17,Eduardo Berizzo,Home,0
3079434,13,2,4,Diego Simeone,681,0,12,Asier Garitano,Home,1
3079449,1049,0,15,Marcelino,12321,1,9,Eusebio,Home,0
3079452,131,3,1,Ernesto Valverde,150,4,12,Quique Setién,Home,0
3079468,1050,2,16,Javier Calleja,150,1,14,Quique Setién,Home,1
3079479,3709,3,9,Pepe Bordalás,714,0,7,Rubi,Home,1
3079512,1049,2,10,Marcelino,5358,1,20,Francisco Rodríguez,Home,1
3079518,418,0,5,Santiago Solari,681,2,13,Imanol Alguacil,Home,0
3079525,621,2,13,Gaizka Garitano,368,0,3,Pablo Machín,Home,1
3079532,681,3,8,Imanol Alguacil,714,2,10,Rubi,Home,1
3080209,124,2,3,Steven Gerrard,465,0,7,Alan Stubbs,Home,1
3080217,370,0,8,Derek McInnes,2553,2,3,Steve Clarke,Home,0
3080219,2999,1,10,Martin Canning,2578,2,5,Tommy Wright,Home,0
3080221,1241,2,4,Gary Holt,903,1,6,Neil Lennon,Home,1
3080225,987,0,9,Stephen Robinson,43,1,1,Craig Levein,Home,0
3080228,465,0,10,Oran Kearney,371,0,2,Brendan Rodgers,Home,0
3080240,465,0,11,Oran Kearney,903,1,2,Neil Lennon,Home,0
3080241,370,4,7,Derek McInnes,465,1,11,Oran Kearney,Home,1
3080253,370,3,7,Derek McInnes,1241,2,6,Gary Holt,Home,1
3080262,1241,0,7,Gary Holt,2578,1,8,Tommy Wright,Home,0
3080268,2553,1,5,Steve Clarke,370,2,4,Derek McInnes,Home,0
3080272,511,1,12,Jim McIntyre,465,1,11,Oran Kearney,Home,0
3080320,2999,1,10,Martin Canning,987,2,9,Stephen Robinson,Home,0
3080326,2999,0,10,Martin Canning,370,3,4,Derek McInnes,Home,0
3080370,1241,3,9,Gary Holt,2578,1,8,Tommy Wright,Home,1
3080381,2553,5,3,Steve Clarke,2999,0,10,Brian Rice,Home,1
3080770,1050,1,19,Luis García,621,1,14,Gaizka Garitano,Home,0
3080772,1108,0,5,Abelardo,367,1,17,Míchel,Home,0
3080775,714,2,15,Rubi,418,4,3,Santiago Solari,Home,0
3080801,1049,0,8,Marcelino,681,0,9,Imanol Alguacil,Home,0
3080802,131,1,1,Ernesto Valverde,366,0,16,Sergio,Home,1
3080814,13,2,2,Diego Simeone,1050,0,18,Javier Calleja,Home,1
3080815,714,1,12,Rubi,5358,1,20,Francisco Rodríguez,Home,0
3080818,1244,1,14,Mauricio Pellegrino,1049,1,9,Marcelino,Home,0
3080820,368,2,5,Pablo Machín,131,4,1,Ernesto Valverde,Home,0
3080822,150,1,8,Quique Setién,3709,2,4,Pepe Bordalás,Home,0
3080826,418,0,3,Santiago Solari,131,1,1,Ernesto Valverde,Home,0
3080852,1108,0,5,Abelardo,13,4,2,Diego Simeone,Home,0
3080860,418,3,3,Zinédine Zidane,5358,2,20,Francisco Rodríguez,Home,1
3080863,13,2,2,Diego Simeone,12321,0,14,Eusebio,Home,1
3080864,1533,2,11,José Luis Mendilibar,367,1,19,Paco Jémez,Home,1
3080874,940,3,16,Fran Escribá,681,1,10,Imanol Alguacil,Home,1
3080879,12321,1,14,Eusebio,714,2,13,Rubi,Home,0
3080903,1025,0,15,Filippo Inzaghi,2722,1,8,Leonardo Semplici,Home,0
3080917,506,2,1,Massimiliano Allegri,398,0,19,Simone Inzaghi,Home,1
3080994,1038,2,9,Marco Giampaolo,2722,1,13,Leonardo Semplici,Home,1
3081036,398,1,5,Simone Inzaghi,430,0,8,Stefano Pioli,Home,1
3081097,1244,0,13,Mauricio Pellegrino,940,0,15,Fran Escribá,Home,0
3081109,1533,1,11,José Luis Mendilibar,150,0,13,Quique Setién,Home,1
3081110,368,0,6,Joaquín Caparrós,1244,3,12,Mauricio Pellegrino,Home,0
3081132,862,0,20,Gian Piero Ventura,6574,2,6,Roberto De Zerbi,Home,0
3081179,130,1,8,Roberto D'Aversa,862,1,20,Domenico Di Carlo,Home,0
3081213,749,0,17,Giuseppe Iachini,46,1,3,Luciano Spalletti,Home,0
3081215,506,2,1,Massimiliano Allegri,1038,1,7,Marco Giampaolo,Home,1
3081218,6195,3,2,Carlo Ancelotti,1025,2,18,Filippo Inzaghi,Home,1
3081233,862,3,20,Domenico Di Carlo,430,4,9,Stefano Pioli,Home,0
3081234,1025,0,18,Filippo Inzaghi,8970,4,19,Marco Baroni,Home,0
3081236,416,1,10,Walter Mazzarri,46,0,3,Luciano Spalletti,Home,1
3081261,416,1,8,Walter Mazzarri,410,0,16,Davide Nicola,Home,1
3081288,749,3,17,Giuseppe Iachini,130,3,12,Roberto D'Aversa,Home,0
3081304,1390,2,14,Rolando Maran,430,1,10,Stefano Pioli,Home,1
3081359,410,1,17,Igor Tudor,6574,1,12,Roberto De Zerbi,Home,0
3081366,1038,1,9,Marco Giampaolo,398,2,8,Simone Inzaghi,Home,0
3081367,416,2,6,Walter Mazzarri,5,0,7,Gennaro Gattuso,Home,1
3081371,800,2,4,Gian Piero Gasperini,410,0,17,Igor Tudor,Home,1
3081381,506,1,1,Massimiliano Allegri,416,1,7,Walter Mazzarri,Home,0
3081393,398,3,8,Simone Inzaghi,1025,3,12,Siniša Mihajlović,Home,0
3081396,5,2,5,Gennaro Gattuso,8970,0,19,Marco Baroni,Home,1
3081403,46,2,4,Luciano Spalletti,749,1,18,Aurelio Andreazzoli,Home,1
3081410,800,3,3,Gian Piero Gasperini,6574,1,11,Roberto De Zerbi,Home,1
3084015,408,0,,Vincenzo Vivarini,22294,4,,Giovanni Lopez,Home,0
3084022,4171,3,,Cristian Bucchi,4324,1,,Alessio Dionisi,Home,1
3084025,1005,1,,Fabio Liverani,9439,0,,Domenico Toscano,Home,1
3084064,20921,0,,Iván Ruiz,4542,2,,Víctor Cea,Home,0
3084088,3057,0,6,Michel Preud'homme,520,0,7,Laurent Guyot,Home,0
3084101,1096,1,6,László Bölöni,2282,1,3,Ivan Leko,Home,0
3084117,58,1,3,Hein Vanhaezebrouck,1096,1,5,László Bölöni,Home,0
3085531,409,3,,Marco Rose,1167,0,,Qatip Osmani,Home,1
3085706,39200,1,,Sergey Osadchuk,45913,0,,Igor Lebedev,Home,1
3085707,22444,1,,Sergey Gunko,28098,2,,Konstantin Dzutsev,Home,0
3086932,232,0,,Massimo Carrera,1091,0,,Razvan Lucescu,Home,0
3087288,10690,3,4,Yuriy Vernydub,2740,0,6,Vasyl Sachko,Home,1
3087350,28095,2,,Sergey Tomarov,12346,1,,Paolo Amodio,Home,1
3088894,11127,2,12,Dmitriy Parfenov,3725,1,14,Igor Ledyakhov,Home,1
3088897,14589,1,4,Vladimir Fedotov,16704,1,6,Murad Musaev,Home,0
3089414,4331,1,,Vincenzo Italiano,4031,2,,Piero Braglia,Home,0
3089424,8970,0,,Moreno Longo,4554,2,,Paolo Zanetti,Home,0
3089718,6432,2,,Vitaliy Panov,11123,1,,Valeri Zazdravnykh,Home,1
3089879,6432,4,,Vitaliy Panov,1124,2,,Igor Pyvin,Home,1
3090059,252,4,,Davide Ballardini,1005,0,,Fabio Liverani,Home,1
3093525,7918,1,,Ricardo Moniz,2156,1,,Andoni Iraola,Home,0
3093546,1167,0,,Qatip Osmani,195,2,,Rini Coolen,Home,0
3093826,1075,2,,Abel Ferreira,7179,1,,Pêpa,Home,1
3093829,4297,2,,Capucho,2457,1,,Silas,Home,1
3093832,294,2,,Rui Vitória,2995,0,,Vítor Oliveira,Home,1
3093846,3349,1,,Nuno Manta Santos,336,4,,Marcel Keizer,Home,0
3095945,1091,1,7,Razvan Lucescu,6676,0,13,Savvas Pantelidis,Home,1
3095946,2441,2,8,Marinos Ouzounidis,2671,0,14,Giannis Petrakis,Home,1
3095948,128,0,10,Milan Rastavac,265,1,16,Georgios Donis,Home,0
3095954,6676,0,13,Savvas Pantelidis,2441,1,5,Marinos Ouzounidis,Home,0
3095956,605,2,2,Paco Herrera,4603,0,8,Sotiris Antoniou,Home,1
3096318,5287,0,,Khazret Dyshekov,232,1,,Massimo Carrera,Home,0
3096460,16,3,,Lucien Favre,89,2,,Urs Fischer,Home,1
3097329,798,2,,Adrie Poldervaart,467,3,,Jack de Gier,Home,0
3097390,44455,1,,Hans van Arum,10790,4,,Cesco Agterberg,Home,0
3097966,281,1,,Pep Guardiola,1041,2,,Bruno Génésio,Home,0
3097969,1049,0,,Marcelino,506,2,,Massimiliano Allegri,Home,0
3097987,27,1,,Niko Kovac,610,1,,Erik ten Hag,Home,0
3098042,506,1,,Massimiliano Allegri,1049,0,,Marcelino,Home,1
3098044,162,0,,Thierry Henry,16,2,,Lucien Favre,Home,0
3098551,21216,0,,Ilya Blyznyuk,2477,3,,José Morais,Home,0
3098553,41127,0,,Oleksandr Sapelnyak,49364,3,,Sergiy Lavrynenko,Home,0
3098637,21000,0,,Sören Fjorting,5817,3,,Claus Nörgaard,Home,0
3098667,336,2,,José Peseiro,10625,0,,Qurban Qurbanov,Home,1
3098676,1184,2,,Philippe Clement,496,0,,Uwe Rösler,Home,1
3098685,22220,2,,Stanimir Stoilov,273,0,,Sabri Lamouchi,Home,1
3098690,10217,3,,Geir Bakke,1184,1,,Philippe Clement,Home,1
3098691,429,2,,Sofronios Avgousti,244,2,,Rudi Garcia,Home,0
3098692,24,4,,Adi Hütter,398,1,,Simone Inzaghi,Home,1
3098694,124,3,,Steven Gerrard,170,1,,Dietmar Kühbauer,Home,1
3098719,124,0,,Steven Gerrard,232,0,,Raúl Riancho,Home,0
3098722,244,1,,Rudi Garcia,398,3,,Simone Inzaghi,Home,0
3098743,150,1,,Quique Setién,5,1,,Gennaro Gattuso,Home,0
3098746,11,0,,Unai Emery,336,0,,Tiago Fernandes,Home,0
3098752,371,2,,Brendan Rodgers,23826,1,,Ralf Rangnick,Home,1
3098765,5,5,,Gennaro Gattuso,853,2,,Dino Toppmöller,Home,1
3098768,232,1,,Oleg Kononov,170,2,,Dietmar Kühbauer,Home,0
3098782,398,1,,Simone Inzaghi,24,2,,Adi Hütter,Home,0
3098785,368,3,,Pablo Machín,16704,0,,Murad Musaev,Home,1
3100099,11127,1,14,Dmitriy Parfenov,1083,1,2,Valeriy Karpin,Home,0
3100103,14589,1,9,Vladimir Fedotov,964,2,1,Sergey Semak,Home,0
3104599,441,0,16,Alberto Monteagudo,169,2,11,José Anigo,Home,0
3104603,3999,1,13,Makis Chavos,653,1,15,Nikolaos Papadopoulos,Home,0
3104607,128,1,6,Milan Rastavac,4603,0,9,Gianluca Festa,Home,1
3105224,2670,9,,Loukas Karadimos,47,10,,Alekos Vosniadis,Home,0
3106416,5767,0,,Jan Vingaard,2414,3,,Bo Henriksen,Home,0
3108462,37339,0,,Giannis Mangos,37276,2,,Georgios Petrakis,Home,0
3108480,3999,1,,Makis Chavos,60949,1,,Juan Ferrando,Home,0
3110071,2410,0,6,Viktor Goncharenko,932,1,7,Yuri Semin,Home,0
3113744,265,1,8,Georgios Donis,169,0,9,José Anigo,Home,1
3113779,1091,2,1,Razvan Lucescu,128,0,5,Milan Rastavac,Home,1
3113781,3060,1,2,Damir Canadi,683,2,3,Pedro Martins,Home,0
3117058,172,2,8,Felice Mazzù,2282,1,2,Ivan Leko,Home,1
3117067,2861,1,11,Gert Verheyen,601,2,10,Yves Vanderhaeghe,Home,0
3117084,2861,1,11,Gert Verheyen,498,0,16,Trond Sollied,Home,1
3117086,520,0,10,Laurent Guyot,1096,3,2,László Bölöni,Home,0
3117087,58,1,4,Hein Vanhaezebrouck,172,1,7,Felice Mazzù,Home,0
3117175,1184,2,1,Philippe Clement,2861,0,12,Gert Verheyen,Home,1
3118717,2801,3,,Johnny Harvey,24574,1,,Andy Aitken,Home,1
3118889,2802,3,,Ian Murray,3023,0,,Jim Duffy,Home,1
3118896,12886,1,,James McDonaugh,2451,1,,John Robertson,Home,0
3119682,9829,2,,Andy Preece,3867,0,,Luke Garrard,Home,1
3119683,2262,1,,Derek Adams,3684,0,,Dino Maamria,Home,1
3119692,3688,1,,John Coleman,1060,0,,John McGreal,Home,1
3120708,964,1,1,Sergey Semak,3725,0,10,Rashid Rakhimov,Home,1
3120727,16704,3,2,Murad Musaev,3714,0,16,Aleksandr Alekseev,Home,1
3122160,2700,1,15,Magomed Adiev,2698,1,9,Kurban Berdyev,Home,0
3122358,1090,5,,John van den Brom,1269,0,,John van 't Schip,Home,1
3124543,2671,1,13,Giannis Petrakis,653,1,14,Nikolaos Papadopoulos,Home,0
3124959,358,5,,Lee Bowyer,3820,0,,David Flitcroft,Home,1
3127381,3060,4,2,Damir Canadi,605,2,5,Savvas Pantelidis,Home,1
3130837,683,4,2,Pedro Martins,4603,0,11,Gianluca Festa,Home,1
3135799,13,2,,Diego Simeone,506,0,,Massimiliano Allegri,Home,1
3135839,16704,0,,Murad Musaev,15,0,,Peter Bosz,Home,0
3135849,713,1,,Aleksey Baga,11,0,,Unai Emery,Home,1
3136377,157,1,6,Jess Thorup,58,0,5,Fred Rutten,Home,1
3136605,405,0,,Dean Smith,2288,3,,Graham Potter,Home,0
3136613,641,5,,Tony Pulis,1072,0,,Steve Evans,Home,1
3139974,3508,3,12,Francky Dury,520,2,13,Laurent Guyot,Home,1
3139991,601,1,9,Yves Vanderhaeghe,172,2,8,Felice Mazzù,Home,0
3139996,1096,0,4,László Bölöni,58,1,6,Fred Rutten,Home,0
3140018,2861,1,14,Gert Verheyen,28643,1,15,Adnan Custovic,Home,0
3140024,157,2,6,Jess Thorup,2861,1,14,Hugo Broos,Home,1
3140027,1245,0,12,Claude Makélélé,2282,4,2,Ivan Leko,Home,0
3140031,2282,1,2,Ivan Leko,29228,2,10,Bernd Storck,Home,0
3140032,3057,4,3,Michel Preud'homme,28643,3,15,Adnan Custovic,Home,1
3140035,3508,3,11,Francky Dury,1184,3,1,Philippe Clement,Home,0
3140037,172,1,9,Felice Mazzù,1245,2,12,Claude Makélélé,Home,0
3141057,1304,0,8,Frank Wormuth,1269,2,12,Jaap Stam,Home,0
3141071,1426,2,7,Maurice Steijn,1283,3,14,Dick Lukkien,Home,0
3141086,1304,4,7,Frank Wormuth,798,5,16,Ricardo Moniz,Home,0
3141097,306,1,15,Jan Olde Riekerink,1269,1,11,Jaap Stam,Home,0
3141108,610,5,2,Erik ten Hag,132,0,18,Mitchell van der Gaag,Home,1
3141126,234,4,3,Giovanni van Bronckhorst,1283,0,16,Dick Lukkien,Home,1
3141144,1090,1,4,John van den Brom,610,0,2,Erik ten Hag,Home,1
3141166,234,3,4,Giovanni van Bronckhorst,306,0,10,Jan Olde Riekerink,Home,1
3141177,234,2,3,Giovanni van Bronckhorst,1304,1,6,Frank Wormuth,Home,1
3143616,164,2,,Tony Mowbray,762,4,,Rafael Benítez,Home,0
3146235,653,3,13,Nikolaos Papadopoulos,6418,0,8,Traianos Dellas,Home,1
3151168,683,0,,Pedro Martins,3999,1,,Makis Chavos,Home,0
3151169,1091,4,,Razvan Lucescu,169,2,,Apostolos Mantzios,Home,1
3151171,2441,3,,Manolo Jiménez,3060,0,,Damir Canadi,Home,1
